Datetime,Meter_0391,Meter_2191,Total,PV_kWh,Autocons_kWh,Export_KWh,NetGrid_KWh,Band,NetGrid_kWh
2024-03-30 17:00:00+01:00,0.198,0.548,0.746,0.02532,0.02532,0.0,0.72068,F2,0.72068
2024-03-30 18:00:00+01:00,0.156,0.468,0.624,0.0,0.0,0.0,0.624,F2,0.624
2024-03-30 19:00:00+01:00,0.233,0.532,0.765,0.0,0.0,0.0,0.765,F2,0.765
2024-03-30 20:00:00+01:00,0.552,0.49,1.042,0.0,0.0,0.0,1.042,F2,1.042
2024-03-30 21:00:00+01:00,0.789,0.131,0.92,0.0,0.0,0.0,0.92,F2,0.92
2024-03-30 22:00:00+01:00,1.082,0.136,1.218,0.0,0.0,0.0,1.218,F2,1.218
2024-03-30 23:00:00+01:00,0.18,0.107,0.287,0.0,0.0,0.0,0.287,F3,0.287
2024-03-31 00:00:00+01:00,0.207,0.147,0.354,0.0,0.0,0.0,0.354,F3,0.354
2024-03-31 01:00:00+01:00,0.214,0.112,0.326,0.0,0.0,0.0,0.326,F3,0.326
2024-03-31 03:00:00+02:00,0.052,0.021,0.073,0.0,0.0,0.0,0.073,F3,0.073
2024-03-31 03:00:00+02:00,0.052,0.021,0.073,0.0,0.0,0.0,0.073,F3,0.073
2024-03-31 03:00:00+02:00,0.093,0.083,0.176,0.0,0.0,0.0,0.176,F3,0.176
2024-03-31 03:00:00+02:00,0.093,0.083,0.176,0.0,0.0,0.0,0.176,F3,0.176
2024-03-31 04:00:00+02:00,0.135,0.077,0.212,0.0,0.0,0.0,0.212,F3,0.212
2024-03-31 05:00:00+02:00,0.137,0.059,0.196,0.0,0.0,0.0,0.196,F3,0.196
2024-03-31 06:00:00+02:00,0.068,0.064,0.132,0.081,0.081,0.0,0.051,F3,0.051
2024-03-31 07:00:00+02:00,0.13,0.061,0.191,0.83814,0.191,0.64714,0.0,F3,0.0
2024-03-31 08:00:00+02:00,0.174,0.057,0.231,1.56858,0.231,1.3375799999999998,0.0,F3,0.0
2024-03-31 09:00:00+02:00,0.404,0.072,0.476,2.27532,0.476,1.7993200000000005,0.0,F3,0.0
2024-03-31 10:00:00+02:00,0.252,0.052,0.304,2.70348,0.304,2.39948,0.0,F3,0.0
2024-03-31 11:00:00+02:00,0.07,0.058,0.128,2.57502,0.128,2.44702,0.0,F3,0.0
2024-03-31 12:00:00+02:00,0.089,0.078,0.167,2.12274,0.167,1.95574,0.0,F3,0.0
2024-03-31 13:00:00+02:00,0.147,0.072,0.219,1.35576,0.219,1.13676,0.0,F3,0.0
2024-03-31 14:00:00+02:00,0.06,0.055,0.115,0.4104,0.115,0.2954,0.0,F3,0.0
2024-03-31 15:00:00+02:00,0.119,0.076,0.195,0.72864,0.195,0.5336399999999999,0.0,F3,0.0
2024-03-31 16:00:00+02:00,0.202,0.085,0.287,0.5641799999999999,0.287,0.2771799999999999,0.0,F3,0.0
2024-03-31 17:00:00+02:00,0.111,0.165,0.276,0.01092,0.01092,0.0,0.26508,F3,0.26508
2024-03-31 18:00:00+02:00,0.211,0.083,0.294,0.0,0.0,0.0,0.294,F3,0.294
2024-03-31 19:00:00+02:00,0.382,0.089,0.471,0.0,0.0,0.0,0.471,F3,0.471
2024-03-31 20:00:00+02:00,0.268,0.076,0.344,0.0,0.0,0.0,0.344,F3,0.344
2024-03-31 21:00:00+02:00,0.319,0.075,0.394,0.0,0.0,0.0,0.394,F3,0.394
2024-03-31 22:00:00+02:00,0.316,0.069,0.385,0.0,0.0,0.0,0.385,F3,0.385
2024-03-31 23:00:00+02:00,0.145,0.066,0.211,0.0,0.0,0.0,0.211,F3,0.211
2024-04-01 00:00:00+02:00,0.216,0.077,0.293,0.0,0.0,0.0,0.293,F3,0.293
2024-04-01 01:00:00+02:00,0.214,0.063,0.277,0.0,0.0,0.0,0.277,F3,0.277
2024-04-01 02:00:00+02:00,0.097,0.07,0.167,0.0,0.0,0.0,0.167,F3,0.167
2024-04-01 03:00:00+02:00,0.087,0.062,0.149,0.0,0.0,0.0,0.149,F3,0.149
2024-04-01 04:00:00+02:00,0.189,0.069,0.258,0.0,0.0,0.0,0.258,F3,0.258
2024-04-01 05:00:00+02:00,0.108,0.058,0.166,0.0,0.0,0.0,0.166,F3,0.166
2024-04-01 06:00:00+02:00,0.094,0.065,0.159,0.72696,0.159,0.56796,0.0,F3,0.0
2024-04-01 07:00:00+02:00,0.19,0.054,0.244,2.0346,0.244,1.7905999999999995,0.0,F3,0.0
2024-04-01 08:00:00+02:00,0.26,0.081,0.341,3.12498,0.341,2.78398,0.0,F3,0.0
2024-04-01 09:00:00+02:00,0.074,0.084,0.158,3.94842,0.158,3.79042,0.0,F3,0.0
2024-04-01 10:00:00+02:00,0.156,1.141,1.297,4.41192,1.297,3.114920000000001,0.0,F3,0.0
2024-04-01 11:00:00+02:00,0.176,0.185,0.361,4.538399999999999,0.361,4.1774,0.0,F3,0.0
2024-04-01 12:00:00+02:00,0.127,0.203,0.33,4.49814,0.33,4.16814,0.0,F3,0.0
2024-04-01 13:00:00+02:00,0.218,0.225,0.443,4.03842,0.443,3.5954200000000003,0.0,F3,0.0
2024-04-01 14:00:00+02:00,0.288,0.082,0.37,3.28788,0.37,2.91788,0.0,F3,0.0
2024-04-01 15:00:00+02:00,0.189,0.081,0.27,2.27472,0.27,2.00472,0.0,F3,0.0
2024-04-01 16:00:00+02:00,0.265,0.12,0.385,1.06122,0.385,0.67622,0.0,F3,0.0
2024-04-01 17:00:00+02:00,0.163,0.095,0.258,0.06402,0.06402,0.0,0.19398,F3,0.19398
2024-04-01 18:00:00+02:00,0.165,0.079,0.244,0.0,0.0,0.0,0.244,F3,0.244
2024-04-01 19:00:00+02:00,0.234,0.096,0.33,0.0,0.0,0.0,0.33,F3,0.33
2024-04-01 20:00:00+02:00,0.241,0.117,0.358,0.0,0.0,0.0,0.358,F3,0.358
2024-04-01 21:00:00+02:00,0.244,0.169,0.413,0.0,0.0,0.0,0.413,F3,0.413
2024-04-01 22:00:00+02:00,0.749,0.078,0.827,0.0,0.0,0.0,0.827,F3,0.827
2024-04-01 23:00:00+02:00,0.489,0.045,0.534,0.0,0.0,0.0,0.534,F3,0.534
2024-04-02 00:00:00+02:00,1.13,0.069,1.199,0.0,0.0,0.0,1.199,F3,1.199
2024-04-02 01:00:00+02:00,0.21,0.061,0.271,0.0,0.0,0.0,0.271,F3,0.271
2024-04-02 02:00:00+02:00,0.137,0.059,0.196,0.0,0.0,0.0,0.196,F3,0.196
2024-04-02 03:00:00+02:00,0.23,0.053,0.283,0.0,0.0,0.0,0.283,F3,0.283
2024-04-02 04:00:00+02:00,0.169,0.055,0.224,0.0,0.0,0.0,0.224,F3,0.224
2024-04-02 05:00:00+02:00,0.111,0.052,0.163,0.0,0.0,0.0,0.163,F3,0.163
2024-04-02 06:00:00+02:00,0.187,0.05,0.237,0.02682,0.02682,0.0,0.2101799999999999,F3,0.2101799999999999
2024-04-02 07:00:00+02:00,0.2,0.057,0.257,0.22626,0.22626,0.0,0.03074,F2,0.03074
2024-04-02 08:00:00+02:00,0.16,0.07,0.23,0.49476,0.23,0.26476,0.0,F1,0.0
2024-04-02 09:00:00+02:00,0.172,0.809,0.981,0.49092,0.49092,0.0,0.4900799999999999,F1,0.4900799999999999
2024-04-02 10:00:00+02:00,0.186,0.607,0.793,3.71982,0.793,2.92682,0.0,F1,0.0
2024-04-02 11:00:00+02:00,0.105,0.543,0.648,4.67646,0.648,4.02846,0.0,F1,0.0
2024-04-02 12:00:00+02:00,0.203,0.481,0.684,2.93058,0.684,2.24658,0.0,F1,0.0
2024-04-02 13:00:00+02:00,0.258,0.568,0.826,0.20352,0.20352,0.0,0.6224799999999999,F1,0.6224799999999999
2024-04-02 14:00:00+02:00,0.2,0.52,0.72,0.26382,0.26382,0.0,0.45618,F1,0.45618
2024-04-02 15:00:00+02:00,0.154,0.74,0.894,0.1779,0.1779,0.0,0.7161,F1,0.7161
2024-04-02 16:00:00+02:00,0.229,0.242,0.471,0.85548,0.471,0.38448,0.0,F1,0.0
2024-04-02 17:00:00+02:00,0.145,0.102,0.247,0.063,0.063,0.0,0.184,F1,0.184
2024-04-02 18:00:00+02:00,0.149,0.221,0.37,0.0,0.0,0.0,0.37,F1,0.37
2024-04-02 19:00:00+02:00,0.311,0.564,0.875,0.0,0.0,0.0,0.875,F2,0.875
2024-04-02 20:00:00+02:00,0.416,0.574,0.99,0.0,0.0,0.0,0.99,F2,0.99
2024-04-02 21:00:00+02:00,0.239,0.582,0.821,0.0,0.0,0.0,0.821,F2,0.821
2024-04-02 22:00:00+02:00,0.252,0.414,0.666,0.0,0.0,0.0,0.666,F2,0.666
2024-04-02 23:00:00+02:00,0.135,0.069,0.204,0.0,0.0,0.0,0.204,F3,0.204
2024-04-03 00:00:00+02:00,0.227,0.076,0.303,0.0,0.0,0.0,0.303,F3,0.303
2024-04-03 01:00:00+02:00,0.205,0.057,0.262,0.0,0.0,0.0,0.262,F3,0.262
2024-04-03 02:00:00+02:00,0.089,0.059,0.148,0.0,0.0,0.0,0.148,F3,0.148
2024-04-03 03:00:00+02:00,0.176,0.064,0.24,0.0,0.0,0.0,0.24,F3,0.24
2024-04-03 04:00:00+02:00,0.12,0.063,0.183,0.0,0.0,0.0,0.183,F3,0.183
2024-04-03 05:00:00+02:00,0.095,0.056,0.151,0.0,0.0,0.0,0.151,F3,0.151
2024-04-03 06:00:00+02:00,0.229,0.064,0.293,0.77796,0.293,0.48496,0.0,F3,0.0
2024-04-03 07:00:00+02:00,0.1,0.08,0.18,2.08182,0.18,1.90182,0.0,F2,0.0
2024-04-03 08:00:00+02:00,0.06,0.046,0.106,3.1569000000000003,0.106,3.0509000000000004,0.0,F1,0.0
2024-04-03 09:00:00+02:00,0.148,0.067,0.215,4.12314,0.215,3.90814,0.0,F1,0.0
2024-04-03 10:00:00+02:00,0.107,0.053,0.16,4.57086,0.16,4.41086,0.0,F1,0.0
2024-04-03 11:00:00+02:00,0.076,0.047,0.123,3.88158,0.123,3.75858,0.0,F1,0.0
2024-04-03 12:00:00+02:00,0.193,0.076,0.269,4.80846,0.269,4.53946,0.0,F1,0.0
2024-04-03 13:00:00+02:00,0.22,0.055,0.275,4.40556,0.275,4.13056,0.0,F1,0.0
2024-04-03 14:00:00+02:00,0.132,0.06,0.192,3.5673000000000004,0.192,3.3753,0.0,F1,0.0
2024-04-03 15:00:00+02:00,0.147,0.054,0.201,2.44842,0.201,2.24742,0.0,F1,0.0
2024-04-03 16:00:00+02:00,0.199,0.064,0.263,1.1127,0.263,0.8497,0.0,F1,0.0
2024-04-03 17:00:00+02:00,0.114,0.08,0.194,0.069,0.069,0.0,0.125,F1,0.125
2024-04-03 18:00:00+02:00,0.3,0.08,0.38,0.0,0.0,0.0,0.38,F1,0.38
2024-04-03 19:00:00+02:00,0.366,0.261,0.627,0.0,0.0,0.0,0.627,F2,0.627
2024-04-03 20:00:00+02:00,0.249,0.135,0.384,0.0,0.0,0.0,0.384,F2,0.384
2024-04-03 21:00:00+02:00,0.239,0.062,0.301,0.0,0.0,0.0,0.301,F2,0.301
2024-04-03 22:00:00+02:00,0.275,0.122,0.397,0.0,0.0,0.0,0.397,F2,0.397
2024-04-03 23:00:00+02:00,0.771,0.435,1.206,0.0,0.0,0.0,1.206,F3,1.206
2024-04-04 00:00:00+02:00,0.996,0.59,1.586,0.0,0.0,0.0,1.586,F3,1.586
2024-04-04 01:00:00+02:00,0.142,0.583,0.725,0.0,0.0,0.0,0.725,F3,0.725
2024-04-04 02:00:00+02:00,0.182,0.461,0.643,0.0,0.0,0.0,0.643,F3,0.643
2024-04-04 03:00:00+02:00,0.088,0.074,0.162,0.0,0.0,0.0,0.162,F3,0.162
2024-04-04 04:00:00+02:00,0.094,0.072,0.166,0.0,0.0,0.0,0.166,F3,0.166
2024-04-04 05:00:00+02:00,0.168,0.056,0.224,0.0028799999999999,0.0028799999999999,0.0,0.22112,F3,0.22112
2024-04-04 06:00:00+02:00,0.168,0.055,0.223,0.81912,0.223,0.59612,0.0,F3,0.0
2024-04-04 07:00:00+02:00,0.104,0.079,0.183,2.17848,0.183,1.99548,0.0,F2,0.0
2024-04-04 08:00:00+02:00,0.125,0.05,0.175,3.37746,0.175,3.2024600000000003,0.0,F1,0.0
2024-04-04 09:00:00+02:00,0.131,0.056,0.187,4.33476,0.187,4.14776,0.0,F1,0.0
2024-04-04 10:00:00+02:00,0.059,0.06,0.119,4.88964,0.119,4.77064,0.0,F1,0.0
2024-04-04 11:00:00+02:00,0.068,0.052,0.12,5.10204,0.12,4.98204,0.0,F1,0.0
2024-04-04 12:00:00+02:00,0.18,0.059,0.239,4.99362,0.239,4.75462,0.0,F1,0.0
2024-04-04 13:00:00+02:00,0.193,0.09,0.283,4.51584,0.283,4.23284,0.0,F1,0.0
2024-04-04 14:00:00+02:00,0.066,0.094,0.16,3.66684,0.16,3.50684,0.0,F1,0.0
2024-04-04 15:00:00+02:00,0.142,0.072,0.214,2.51988,0.214,2.30588,0.0,F1,0.0
2024-04-04 16:00:00+02:00,0.167,0.071,0.238,1.16898,0.238,0.93098,0.0,F1,0.0
2024-04-04 17:00:00+02:00,0.071,0.05,0.121,0.07008,0.07008,0.0,0.0509199999999999,F1,0.0509199999999999
2024-04-04 18:00:00+02:00,0.108,0.075,0.183,0.0,0.0,0.0,0.183,F1,0.183
2024-04-04 19:00:00+02:00,0.577,0.084,0.661,0.0,0.0,0.0,0.661,F2,0.661
2024-04-04 20:00:00+02:00,0.277,0.056,0.333,0.0,0.0,0.0,0.333,F2,0.333
2024-04-04 21:00:00+02:00,0.303,0.063,0.366,0.0,0.0,0.0,0.366,F2,0.366
2024-04-04 22:00:00+02:00,0.314,0.063,0.377,0.0,0.0,0.0,0.377,F2,0.377
2024-04-04 23:00:00+02:00,0.143,0.054,0.197,0.0,0.0,0.0,0.197,F3,0.197
2024-04-05 00:00:00+02:00,0.194,0.07,0.264,0.0,0.0,0.0,0.264,F3,0.264
2024-04-05 01:00:00+02:00,0.184,0.059,0.243,0.0,0.0,0.0,0.243,F3,0.243
2024-04-05 02:00:00+02:00,0.082,0.056,0.138,0.0,0.0,0.0,0.138,F3,0.138
2024-04-05 03:00:00+02:00,0.102,0.066,0.168,0.0,0.0,0.0,0.168,F3,0.168
2024-04-05 04:00:00+02:00,0.19,0.064,0.254,0.0,0.0,0.0,0.254,F3,0.254
2024-04-05 05:00:00+02:00,0.091,0.055,0.146,0.00756,0.00756,0.0,0.1384399999999999,F3,0.1384399999999999
2024-04-05 06:00:00+02:00,0.175,0.061,0.236,0.8619600000000001,0.236,0.6259600000000001,0.0,F3,0.0
2024-04-05 07:00:00+02:00,0.183,0.08,0.263,2.13042,0.263,1.86742,0.0,F2,0.0
2024-04-05 08:00:00+02:00,0.083,0.049,0.132,3.32022,0.132,3.18822,0.0,F1,0.0
2024-04-05 09:00:00+02:00,0.102,0.055,0.157,4.159979999999999,0.157,4.002979999999999,0.0,F1,0.0
2024-04-05 10:00:00+02:00,0.229,0.05,0.279,4.89822,0.279,4.61922,0.0,F1,0.0
2024-04-05 11:00:00+02:00,0.112,0.052,0.164,4.96776,0.164,4.8037600000000005,0.0,F1,0.0
2024-04-05 12:00:00+02:00,0.139,0.093,0.232,3.9921,0.232,3.7601,0.0,F1,0.0
2024-04-05 13:00:00+02:00,0.218,0.066,0.284,4.10622,0.284,3.8222200000000006,0.0,F1,0.0
2024-04-05 14:00:00+02:00,0.109,0.055,0.164,3.05682,0.164,2.89282,0.0,F1,0.0
2024-04-05 15:00:00+02:00,0.163,0.09,0.253,2.33982,0.253,2.08682,0.0,F1,0.0
2024-04-05 16:00:00+02:00,0.159,0.068,0.227,1.15632,0.227,0.92932,0.0,F1,0.0
2024-04-05 17:00:00+02:00,0.103,0.063,0.166,0.0714,0.0714,0.0,0.0946,F1,0.0946
2024-04-05 18:00:00+02:00,0.181,0.081,0.262,0.0,0.0,0.0,0.262,F1,0.262
2024-04-05 19:00:00+02:00,0.216,0.068,0.284,0.0,0.0,0.0,0.284,F2,0.284
2024-04-05 20:00:00+02:00,0.319,0.066,0.385,0.0,0.0,0.0,0.385,F2,0.385
2024-04-05 21:00:00+02:00,1.144,0.107,1.251,0.0,0.0,0.0,1.251,F2,1.251
2024-04-05 22:00:00+02:00,0.969,0.119,1.088,0.0,0.0,0.0,1.088,F2,1.088
2024-04-05 23:00:00+02:00,0.203,0.077,0.28,0.0,0.0,0.0,0.28,F3,0.28
2024-04-06 00:00:00+02:00,0.243,0.064,0.307,0.0,0.0,0.0,0.307,F3,0.307
2024-04-06 01:00:00+02:00,0.124,0.076,0.2,0.0,0.0,0.0,0.2,F3,0.2
2024-04-06 02:00:00+02:00,0.225,0.061,0.286,0.0,0.0,0.0,0.286,F3,0.286
2024-04-06 03:00:00+02:00,0.148,0.055,0.203,0.0,0.0,0.0,0.203,F3,0.203
2024-04-06 04:00:00+02:00,0.163,0.059,0.222,0.0,0.0,0.0,0.222,F3,0.222
2024-04-06 05:00:00+02:00,0.205,0.057,0.262,0.01554,0.01554,0.0,0.24646,F3,0.24646
2024-04-06 06:00:00+02:00,0.143,0.051,0.194,0.8284199999999999,0.194,0.63442,0.0,F3,0.0
2024-04-06 07:00:00+02:00,0.221,0.058,0.279,2.14158,0.279,1.86258,0.0,F2,0.0
2024-04-06 08:00:00+02:00,0.158,0.124,0.282,3.17658,0.282,2.89458,0.0,F2,0.0
2024-04-06 09:00:00+02:00,1.312,0.737,2.049,3.9801,2.049,1.9311,0.0,F2,0.0
2024-04-06 10:00:00+02:00,0.355,0.127,0.482,4.444859999999999,0.482,3.962859999999999,0.0,F2,0.0
2024-04-06 11:00:00+02:00,0.225,0.072,0.297,4.60608,0.297,4.30908,0.0,F2,0.0
2024-04-06 12:00:00+02:00,0.157,0.7,0.857,4.52016,0.857,3.66316,0.0,F2,0.0
2024-04-06 13:00:00+02:00,0.206,0.564,0.77,4.1721,0.77,3.4021000000000003,0.0,F2,0.0
2024-04-06 14:00:00+02:00,0.116,0.184,0.3,3.42396,0.3,3.1239600000000003,0.0,F2,0.0
2024-04-06 15:00:00+02:00,0.179,0.25,0.429,2.40942,0.429,1.98042,0.0,F2,0.0
2024-04-06 16:00:00+02:00,0.165,0.238,0.403,1.09116,0.403,0.6881600000000001,0.0,F2,0.0
2024-04-06 17:00:00+02:00,0.119,0.093,0.212,0.10074,0.10074,0.0,0.11126,F2,0.11126
2024-04-06 18:00:00+02:00,0.431,0.285,0.716,0.0,0.0,0.0,0.716,F2,0.716
2024-04-06 19:00:00+02:00,0.267,0.521,0.788,0.0,0.0,0.0,0.788,F2,0.788
2024-04-06 20:00:00+02:00,0.952,0.532,1.484,0.0,0.0,0.0,1.484,F2,1.484
2024-04-06 21:00:00+02:00,0.366,0.452,0.818,0.0,0.0,0.0,0.818,F2,0.818
2024-04-06 22:00:00+02:00,0.242,0.42,0.662,0.0,0.0,0.0,0.662,F2,0.662
2024-04-06 23:00:00+02:00,0.256,0.096,0.352,0.0,0.0,0.0,0.352,F3,0.352
2024-04-07 00:00:00+02:00,0.156,0.081,0.237,0.0,0.0,0.0,0.237,F3,0.237
2024-04-07 01:00:00+02:00,0.119,0.064,0.183,0.0,0.0,0.0,0.183,F3,0.183
2024-04-07 02:00:00+02:00,0.186,0.063,0.249,0.0,0.0,0.0,0.249,F3,0.249
2024-04-07 03:00:00+02:00,0.116,0.064,0.18,0.0,0.0,0.0,0.18,F3,0.18
2024-04-07 04:00:00+02:00,0.091,0.062,0.153,0.0,0.0,0.0,0.153,F3,0.153
2024-04-07 05:00:00+02:00,0.147,0.064,0.211,0.02418,0.02418,0.0,0.1868199999999999,F3,0.1868199999999999
2024-04-07 06:00:00+02:00,0.185,0.064,0.249,0.81564,0.249,0.56664,0.0,F3,0.0
2024-04-07 07:00:00+02:00,0.104,0.058,0.162,2.0364,0.162,1.8744,0.0,F3,0.0
2024-04-07 08:00:00+02:00,0.859,0.077,0.936,3.05748,0.936,2.12148,0.0,F3,0.0
2024-04-07 09:00:00+02:00,0.214,0.063,0.277,3.0594,0.277,2.7824,0.0,F3,0.0
2024-04-07 10:00:00+02:00,0.138,0.934,1.072,2.19606,1.072,1.12406,0.0,F3,0.0
2024-04-07 11:00:00+02:00,0.169,0.141,0.31,4.22238,0.31,3.91238,0.0,F3,0.0
2024-04-07 12:00:00+02:00,1.177,0.866,2.043,3.76266,2.043,1.7196599999999995,0.0,F3,0.0
2024-04-07 13:00:00+02:00,0.571,0.633,1.204,1.43868,1.204,0.23468,0.0,F3,0.0
2024-04-07 14:00:00+02:00,0.576,0.183,0.759,0.7506,0.7506,0.0,0.0083999999999999,F3,0.0083999999999999
2024-04-07 15:00:00+02:00,0.47,0.12,0.59,1.03566,0.59,0.44566,0.0,F3,0.0
2024-04-07 16:00:00+02:00,0.113,0.126,0.239,0.17052,0.17052,0.0,0.0684799999999999,F3,0.0684799999999999
2024-04-07 17:00:00+02:00,0.202,0.056,0.258,0.0167399999999999,0.0167399999999999,0.0,0.24126,F3,0.24126
2024-04-07 18:00:00+02:00,0.165,0.053,0.218,0.0,0.0,0.0,0.218,F3,0.218
2024-04-07 19:00:00+02:00,0.177,0.059,0.236,0.0,0.0,0.0,0.236,F3,0.236
2024-04-07 20:00:00+02:00,0.315,0.332,0.647,0.0,0.0,0.0,0.647,F3,0.647
2024-04-07 21:00:00+02:00,0.474,0.48,0.954,0.0,0.0,0.0,0.954,F3,0.954
2024-04-07 22:00:00+02:00,0.216,0.083,0.299,0.0,0.0,0.0,0.299,F3,0.299
2024-04-07 23:00:00+02:00,0.222,0.051,0.273,0.0,0.0,0.0,0.273,F3,0.273
2024-04-08 00:00:00+02:00,0.237,0.075,0.312,0.0,0.0,0.0,0.312,F3,0.312
2024-04-08 01:00:00+02:00,0.098,0.062,0.16,0.0,0.0,0.0,0.16,F3,0.16
2024-04-08 02:00:00+02:00,0.172,0.059,0.231,0.0,0.0,0.0,0.231,F3,0.231
2024-04-08 03:00:00+02:00,0.136,0.06,0.196,0.0,0.0,0.0,0.196,F3,0.196
2024-04-08 04:00:00+02:00,0.092,0.058,0.15,0.0,0.0,0.0,0.15,F3,0.15
2024-04-08 05:00:00+02:00,0.125,0.062,0.187,0.02682,0.02682,0.0,0.16018,F3,0.16018
2024-04-08 06:00:00+02:00,0.212,0.06,0.272,0.80406,0.272,0.53206,0.0,F3,0.0
2024-04-08 07:00:00+02:00,0.108,0.068,0.176,1.94736,0.176,1.77136,0.0,F2,0.0
2024-04-08 08:00:00+02:00,0.074,0.058,0.132,2.46594,0.132,2.33394,0.0,F1,0.0
2024-04-08 09:00:00+02:00,0.164,0.057,0.221,3.89994,0.221,3.67894,0.0,F1,0.0
2024-04-08 10:00:00+02:00,0.084,0.067,0.151,4.29216,0.151,4.14116,0.0,F1,0.0
2024-04-08 11:00:00+02:00,0.065,0.064,0.129,4.47234,0.129,4.34334,0.0,F1,0.0
2024-04-08 12:00:00+02:00,0.172,0.062,0.234,4.23828,0.234,4.00428,0.0,F1,0.0
2024-04-08 13:00:00+02:00,0.628,0.084,0.712,1.48302,0.712,0.77102,0.0,F1,0.0
2024-04-08 14:00:00+02:00,0.414,0.129,0.543,0.41814,0.41814,0.0,0.12486,F1,0.12486
2024-04-08 15:00:00+02:00,0.918,0.073,0.991,0.47742,0.47742,0.0,0.5135799999999999,F1,0.5135799999999999
2024-04-08 16:00:00+02:00,0.12,1.386,1.506,0.8987999999999999,0.8987999999999999,0.0,0.6072000000000001,F1,0.6072000000000001
2024-04-08 17:00:00+02:00,0.061,0.128,0.189,0.09918,0.09918,0.0,0.08982,F1,0.08982
2024-04-08 18:00:00+02:00,0.23,0.17,0.4,0.0,0.0,0.0,0.4,F1,0.4
2024-04-08 19:00:00+02:00,0.177,0.144,0.321,0.0,0.0,0.0,0.321,F2,0.321
2024-04-08 20:00:00+02:00,0.178,0.06,0.238,0.0,0.0,0.0,0.238,F2,0.238
2024-04-08 21:00:00+02:00,0.313,0.108,0.421,0.0,0.0,0.0,0.421,F2,0.421
2024-04-08 22:00:00+02:00,0.3,0.107,0.407,0.0,0.0,0.0,0.407,F2,0.407
2024-04-08 23:00:00+02:00,0.217,0.061,0.278,0.0,0.0,0.0,0.278,F3,0.278
2024-04-09 00:00:00+02:00,0.269,0.07,0.339,0.0,0.0,0.0,0.339,F3,0.339
2024-04-09 01:00:00+02:00,0.133,0.064,0.197,0.0,0.0,0.0,0.197,F3,0.197
2024-04-09 02:00:00+02:00,0.139,0.058,0.197,0.0,0.0,0.0,0.197,F3,0.197
2024-04-09 03:00:00+02:00,0.223,0.055,0.278,0.0,0.0,0.0,0.278,F3,0.278
2024-04-09 04:00:00+02:00,0.158,0.059,0.217,0.0,0.0,0.0,0.217,F3,0.217
2024-04-09 05:00:00+02:00,0.106,0.064,0.17,0.02376,0.02376,0.0,0.14624,F3,0.14624
2024-04-09 06:00:00+02:00,0.277,0.059,0.336,0.7782,0.336,0.4422,0.0,F3,0.0
2024-04-09 07:00:00+02:00,0.237,0.286,0.523,2.08782,0.523,1.56482,0.0,F2,0.0
2024-04-09 08:00:00+02:00,0.109,0.562,0.671,1.94022,0.671,1.26922,0.0,F1,0.0
2024-04-09 09:00:00+02:00,0.171,0.518,0.689,3.79734,0.689,3.10834,0.0,F1,0.0
2024-04-09 10:00:00+02:00,0.189,0.498,0.687,4.32762,0.687,3.6406199999999993,0.0,F1,0.0
2024-04-09 11:00:00+02:00,0.103,0.059,0.162,4.5642,0.162,4.4022,0.0,F1,0.0
2024-04-09 12:00:00+02:00,0.163,0.06,0.223,4.13478,0.223,3.91178,0.0,F1,0.0
2024-04-09 13:00:00+02:00,0.164,0.096,0.26,4.1051400000000005,0.26,3.8451400000000007,0.0,F1,0.0
2024-04-09 14:00:00+02:00,0.128,0.113,0.241,3.4302,0.241,3.1892,0.0,F1,0.0
2024-04-09 15:00:00+02:00,0.174,0.103,0.277,2.37456,0.277,2.09756,0.0,F1,0.0
2024-04-09 16:00:00+02:00,0.11,0.064,0.174,1.0796400000000002,0.174,0.9056400000000002,0.0,F1,0.0
2024-04-09 17:00:00+02:00,0.246,0.079,0.325,0.10578,0.10578,0.0,0.21922,F1,0.21922
2024-04-09 18:00:00+02:00,0.112,0.057,0.169,0.0,0.0,0.0,0.169,F1,0.169
2024-04-09 19:00:00+02:00,0.321,0.066,0.387,0.0,0.0,0.0,0.387,F2,0.387
2024-04-09 20:00:00+02:00,0.687,0.071,0.758,0.0,0.0,0.0,0.758,F2,0.758
2024-04-09 21:00:00+02:00,0.656,0.122,0.778,0.0,0.0,0.0,0.778,F2,0.778
2024-04-09 22:00:00+02:00,1.035,0.119,1.154,0.0,0.0,0.0,1.154,F2,1.154
2024-04-09 23:00:00+02:00,0.262,0.071,0.333,0.0,0.0,0.0,0.333,F3,0.333
2024-04-10 00:00:00+02:00,0.188,0.079,0.267,0.0,0.0,0.0,0.267,F3,0.267
2024-04-10 01:00:00+02:00,0.223,0.065,0.288,0.0,0.0,0.0,0.288,F3,0.288
2024-04-10 02:00:00+02:00,0.124,0.067,0.191,0.0,0.0,0.0,0.191,F3,0.191
2024-04-10 03:00:00+02:00,0.212,0.068,0.28,0.0,0.0,0.0,0.28,F3,0.28
2024-04-10 04:00:00+02:00,0.14,0.067,0.207,0.0,0.0,0.0,0.207,F3,0.207
2024-04-10 05:00:00+02:00,0.203,0.066,0.269,0.04614,0.04614,0.0,0.22286,F3,0.22286
2024-04-10 06:00:00+02:00,0.195,0.06,0.255,0.89262,0.255,0.63762,0.0,F3,0.0
2024-04-10 07:00:00+02:00,0.388,0.075,0.463,2.15412,0.463,1.6911199999999995,0.0,F2,0.0
